t,omega_ref_rpm,omega_rpm,iq_ref,iq_unsat,aw,Te,T_L,ids,iqs,vd,vq,du,sat_iq,mpc_status
0.801,1500.0,1499.999553244298,0.15491543236335167,0.15491543236335167,0.0,0.15710131171599195,0.0,4.999920226093494,0.15510425477472145,2.00839429288114,111.59071262376541,-3.5247283951822528e-06,0.0,ok
0.802,1500.0,1499.9995628701836,0.15491194646324835,0.15491194646324835,0.0,0.15710107081903638,0.0,4.999921143148331,0.15509850754428584,2.0085409784600894,111.5903789412053,-3.4859001033227255e-06,0.0,ok
0.803,1500.0,1499.9995723888505,0.15490849896485748,0.15490849896485748,0.0,0.15710083259975285,0.0,4.999922049661011,0.15509282574793654,2.008685978426652,111.5900492535897,-3.447498390873882e-06,0.0,ok
0.804,1500.0,1499.9995818014906,0.15490508944638023,0.15490508944638023,0.0,0.15710059702852813,0.0,4.999922945752792,0.15508720864128703,2.0088293121509184,111.58972351317567,-3.409518477243134e-06,0.0,ok
0.805,1500.0,1499.9995911092838,0.15490171749062695,0.15490171749062695,0.0,0.15710036407606756,0.0,4.9999238315434775,0.15508165548839967,2.008970998778863,111.58940167278999,-3.371955753284084e-06,0.0,ok
0.806,1500.0,1499.999600313396,0.15489838268492914,0.15489838268492914,0.0,0.1571001337133618,0.0,4.999924707151431,0.1550761655616608,2.0091110572375817,111.58908368582217,-3.3348056978077523e-06,0.0,ok
0.807,1500.0,1499.9996094149797,0.1548950846209481,0.1548950846209481,0.0,0.15709990591153783,0.0,4.99992557269372,0.15507073814154293,2.009249506236326,111.58876950621742,-3.298063981055366e-06,0.0,ok
0.808,1500.0,1499.999618415176,0.15489182289508177,0.15489182289508177,0.0,0.15709968064230412,0.0,4.99992642828608,0.15506537251695257,2.0093863642699032,111.58845908847093,-3.261725866315901e-06,0.0,ok
0.809,1500.0,1499.9996273151116,0.15488859710799258,0.15488859710799258,0.0,0.15709945787753396,0.0,4.999927274042871,0.15506006798473096,2.0095216496193253,111.5881523876207,-3.2257870891949647e-06,0.0,ok
0.81,1500.0,1499.9996361159024,0.15488540686480268,0.15488540686480268,0.0,0.15709923758949795,0.0,4.999928110077151,0.15505482384979485,2.0096553803571635,111.58784935924106,-3.1902431898989114e-06,0.0,ok
