t,omega_ref_rpm,omega_rpm,iq_ref,iq_unsat,aw,Te,T_L,ids,iqs,vd,vq,du,sat_iq,mpc_status
1.717,1500.0,1500.0525571173011,19.913460986347722,19.913460986347722,0.0,20.156764528552024,20.0,4.9998353353230405,19.914110193872755,-26.10235925069532,137.11019187499735,0.000334263226889675,0.0,ok
1.718,1500.0,1500.0524762442428,19.9137789355314,19.9137789355314,0.0,20.15684374827954,20.0,4.999837009571354,19.914423140302965,-26.102608843331208,137.1092890170711,0.00031794918367822333,0.0,ok
1.719,1500.0,1500.0524267610742,19.91408050344376,19.91408050344376,0.0,20.156907535416156,20.0,4.999838661510173,19.91472014921056,-26.10283614421533,137.10837272159569,0.0003015679123592463,0.0,ok
1.72,1500.0,1500.0524018033045,19.914366942232466,19.914366942232466,0.0,20.156957126267685,20.0,4.999840292050895,19.915002428671333,-26.10304295083718,137.1074440986574,0.00028643878870582284,0.0,ok
1.721,1500.0,1500.0523953640732,19.914640161333246,19.914640161333246,0.0,20.156994412365556,20.0,4.999841902144015,19.915271834695947,-26.103232116020244,137.10650510912257,0.0002732191007801532,0.0,ok
1.722,1500.0,1500.0524024297856,19.914902290534037,19.914902290534037,0.0,20.157021506176612,20.0,4.999843492704172,19.915530441978166,-26.10340686047554,137.10555804571405,0.0002621292007916054,0.0,ok
1.723,1500.0,1500.05241897581,19.91515540939332,19.91515540939332,0.0,20.157040472049502,20.0,4.99984506456865,19.91578027796269,-26.103570345462767,137.10460520572394,0.00025311885928402944,0.0,ok
1.724,1500.0,1500.0524418817654,19.91540139521635,19.91540139521635,0.0,20.15705317493869,20.0,4.999846618479233,19.916023173324877,-26.103725431175054,137.10364870160052,0.00024598582302814975,0.0,ok
1.725,1500.0,1500.0524688074622,19.915641852123162,19.915641852123162,0.0,20.15706120970037,20.0,4.999848155079052,19.916260692088528,-26.103874562437035,137.1026903668871,0.000240456906812625,0.0,ok
1.726,1500.0,1500.052498056464,19.91587809283004,19.91587809283004,0.0,20.157065882776465,20.0,4.999849674918124,19.916494113524585,-26.104019737393877,137.1017317250279,0.00023624070687944254,0.0,ok
1.727,1500.0,1500.0525284438606,19.916111152372554,19.916111152372554,0.0,20.157068225635033,20.0,4.999851178463849,19.916724445438234,-26.104162526702016,137.1007739970576,0.00023305954251284788,0.0,ok
1.728,1500.0,1500.052559177487,19.91634181912408,19.91634181912408,0.0,20.157069025417933,20.0,4.999852666113275,19.91695245446349,-26.104304120261308,137.0998181310921,0.0002306667515270533,0.0,ok
1.729,1500.0,1500.0525897567795,19.91657067321222,19.91657067321222,0.0,20.157068862962113,20.0,4.999854138205466,19.91717870364554,-26.104445385950406,137.09886484194521,0.00022885408813877461,0.0,ok
1.73,1500.0,1500.0526198902396,19.916798126008704,19.916798126008704,0.0,20.157068151909407,20.0,4.999855595033224,19.917403591098267,-26.104586930388493,137.0979146532914,0.00022745279648361816,0.0,ok
1.731,1500.0,1500.05264943049,19.917024456951182,19.917024456951182,0.0,20.157067175185464,20.0,4.99985703685291,19.917627386060605,-26.104729155804236,137.09696793778863,0.00022633094247836993,0.0,ok
1.732,1500.0,1500.052678324897,19.917249845761585,19.917249845761585,0.0,20.157066116922216,20.0,4.9998584638929495,19.917850260448358,-26.104872309924822,137.09602495268393,0.00022538881040290448,0.0,ok
1.733,1500.0,1500.0527065792721,19.917474399325993,19.917474399325993,0.0,20.157065089091176,20.0,4.999859876360695,19.918072315177298,-26.105016527672834,137.09508586984916,0.00022455356440787,0.0,ok
1.734,1500.0,1500.0527342321416,19.917698173257964,19.917698173257964,0.0,20.157064152866997,20.0,4.999861274447619,19.918293601276687,-26.105161864667938,137.09415080010285,0.00022377393197103856,0.0,ok
1.735,1500.0,1500.0527613372483,19.917921188599863,19.917921188599863,0.0,20.15706333517061,20.0,4.999862658333414,19.918514136237587,-26.105308323205367,137.09321981221393,0.00022301534189850258,0.0,ok
1.736,1500.0,1500.0527879522565,19.91814344433144,19.91814344433144,0.0,20.15706264105517,20.0,4.99986402818896,19.91873391625147,-26.10545587173003,137.0922929472552,0.0002222557315789686,0.0,ok
1.737,1500.0,1500.0528141319699,19.91836492641684,19.91836492641684,0.0,20.15706206265961,20.0,4.9998653841785385,19.918952925055653,-26.105604458938885,137.09137022908158,0.0002214820853971844,0.0,ok
1.738,1500.0,1500.0528399247116,19.918585614105005,19.918585614105005,0.0,20.15706158543891,20.0,4.999866726461346,19.919171140086657,-26.105754023600486,137.09045167170171,0.00022068768816652096,0.0,ok
1.739,1500.0,1500.0528653708266,19.91880548412136,19.91880548412136,0.0,20.15706119230378,20.0,4.999868055192496,19.91938853656681,-26.105904501094304,137.0895372842479,0.0002198700163553724,0.0,ok
1.74,1500.0,1500.0528905025276,19.919024513296097,19.919024513296097,0.0,20.157060866210735,20.0,4.999869370523747,19.91960509005909,-26.10605582751154,137.08862707414784,0.00021902917473681782,0.0,ok
1.741,1500.0,1500.0529153445234,19.919242680072628,19.919242680072628,0.0,20.15706059164266,20.0,4.9998706726039055,19.91982077792503,-26.106207942000367,137.08772104899748,0.0002181667765306372,0.0,ok
1.742,1500.0,1500.052939915045,19.919459965246812,19.919459965246812,0.0,20.15706035532753,20.0,4.999871961579253,19.920035580029715,-26.10636078791544,137.08681921753313,0.00021728517418395654,0.0,ok
1.743,1500.0,1500.0529642270092,19.91967635220085,19.91967635220085,0.0,20.15706014645734,20.0,4.99987323759349,19.92024947895261,-26.106514313168354,137.08592159000318,0.00021638695403680686,0.0,ok
1.744,1500.0,1500.0529882891624,19.91989182682842,19.91989182682842,0.0,20.157059956601984,20.0,4.9998745007880325,19.920462459896946,-26.106668470099052,137.08502817816685,0.00021547462756998925,0.0,ok
1.745,1500.0,1500.0530121071135,19.920106377289443,19.920106377289443,0.0,20.157059779455448,20.0,4.999875751302069,19.920674510433468,-26.106823215078975,137.08413899508085,0.0002145504610240323,0.0,ok
1.746,1500.0,1500.0530356842146,19.9203199936863,19.9203199936863,0.0,20.157059610505385,20.0,4.999876989272437,19.920885620168406,-26.10697850798342,137.08325405478124,0.00021361639685579803,0.0,ok
1.747,1500.0,1500.0530590222802,19.920532667724956,19.920532667724956,0.0,20.157059446688844,20.0,4.999878214833943,19.921095780397987,-26.10713431165005,137.0823733719377,0.00021267403865721235,0.0,ok
