controller,rmse_rpm,ise,itae,overshoot_%,settling_s,final_speed_rpm
PID,242.25377054520715,158513288.11644202,34539.7066935986,44.69868091028123,1.2909999999999353,1499.9999998743615
MPC,210.84846768004562,120078563.14848578,6405.488926959641,0.04064983016890741,0.15600000000000014,1500.0140953043717
