t,T_L,Te,v_ds,v_qs,omega_rpm,omega_sync_rpm,ids,iqs
1.595,5.0,5.934079033483958,326.59863237109045,0.0,1492.7044673702944,1500.0,2.1755166096461376,-14.30937924296753
1.596,5.0,5.976832112293924,326.59863237109045,0.0,1493.0877830292693,1500.0,2.1920028710636434,-14.315316521887087
1.597,5.0,5.974968014757873,326.59863237109045,0.0,1493.4808505724784,1500.0,2.1946671418864216,-14.332190195070464
1.598,5.0,5.929429328107829,326.59863237109045,0.0,1493.8624976997257,1500.0,2.1836309761422474,-14.358892073452953
1.599,5.0,5.843459282645486,326.59863237109045,0.0,1494.212558463172,1500.0,2.159744996672919,-14.393810073098166
1.6,5.0,5.722393034363933,326.59863237109045,0.0,1494.5129263397912,1500.0,2.124530519943717,-14.434922593806002
1.601,5.0,5.573342483764533,326.59863237109045,0.0,1494.7484816246426,1500.0,2.0800864530371013,-14.479913291483234
1.602,5.0,5.404791218860577,326.59863237109045,0.0,1494.9078460781266,1500.0,2.0289668390580946,-14.526299978206287
1.603,5.0,5.226120940660709,326.59863237109045,0.0,1494.9839268470641,1500.0,1.9740359578146804,-14.571570617860047
1.604,5.0,5.047094685279033,326.59863237109045,0.0,1494.9742228627713,1500.0,1.9183090623606975,-14.613318985987872
1.605,5.0,4.877324938863452,326.59863237109045,0.0,1494.880879724918,1500.0,1.8647875688145752,-14.649372577416438
1.606,5.0,4.7257560122804225,326.59863237109045,0.0,1494.710492864629,1500.0,1.8162977590291445,-14.677905795857338
1.607,5.0,4.600189550207528,326.59863237109045,0.0,1494.473672757624,1500.0,1.775341775982326,-14.697532334824697
1.608,5.0,4.506879684635431,326.59863237109045,0.0,1494.184399253788,1500.0,1.7439688991712936,-14.707371911916056
1.609,5.0,4.450220175991003,326.59863237109045,0.0,1493.8592038186302,1500.0,1.7236738287658881,-14.707088067861772
1.61,5.0,4.432540175154173,326.59863237109045,0.0,1493.5162278388766,1500.0,1.7153270651052774,-14.696895479645557
1.611,5.0,4.454018412871254,326.59863237109045,0.0,1493.1742114881006,1500.0,1.7191405551848866,-14.677537038755966
1.612,5.0,4.512718224406785,326.59863237109045,0.0,1492.851470572468,1500.0,1.734669719500989,-14.650232683400027
1.613,5.0,4.604738443035284,326.59863237109045,0.0,1492.564918150159,1500.0,1.7608509070249712,-14.616603529581198
1.614,5.0,4.724468420031186,326.59863237109045,0.0,1492.329183692054,1500.0,1.7960713836009314,-14.578576124434466
1.615,5.0,4.86492973516609,326.59863237109045,0.0,1492.1558755319256,1500.0,1.8382672537068108,-14.538272579868986
1.616,5.0,5.018182894428257,326.59863237109045,0.0,1492.053022946957,1500.0,1.8850433367311663,-14.497892901956359
1.617,5.0,5.175774649519887,326.59863237109045,0.0,1492.0247231444532,1500.0,1.9338080269681743,-14.459596009493096
1.618,5.0,5.329200531643042,326.59863237109045,0.0,1492.07100648436,1500.0,1.981915591646113,-14.42538575759412
1.619,5.0,5.470357646758491,326.59863237109045,0.0,1492.1879211884955,1500.0,2.026808206085587,-14.39700779124675
1.62,5.0,5.591964511190995,326.59863237109045,0.0,1492.367827241276,1500.0,2.066150269289116,-14.37586230195376
1.621,5.0,5.687927448140281,326.59863237109045,0.0,1492.5998787200604,1500.0,2.0979481496624963,-14.362936803735787
1.622,5.0,5.7536365487052015,326.59863237109045,0.0,1492.8706648233256,1500.0,2.1206494306251265,-14.358761937218068
1.623,5.0,5.786178189083815,326.59863237109045,0.0,1493.1649726874884,1500.0,2.133216904236574,-14.363392103132192
1.624,5.0,5.784455401515888,326.59863237109045,0.0,1493.46662989252,1500.0,2.13517393827893,-14.37641146683903
1.625,5.0,5.7492118811470725,326.59863237109045,0.0,1493.7593814693887,1500.0,2.126619356156357,-14.396964609493038
1.6260000000000001,5.0,5.682959967118235,326.59863237109045,0.0,1494.0277552975915,1500.0,2.1082115541098876,-14.42380987604429
1.627,5.0,5.589817463779209,326.59863237109045,0.0,1494.2578710290015,1500.0,2.081123167685228,-14.455392334801486
1.6280000000000001,5.0,5.475262548684563,326.59863237109045,0.0,1494.4381510541618,1500.0,2.0469691168403767,-14.489932269757436
1.629,5.0,5.345820093034727,326.59863237109045,0.0,1494.5598974334816,1500.0,2.0077122323173024,-14.52552432829501
1.6300000000000001,5.0,5.208696300641439,326.59863237109045,0.0,1494.617705958944,1500.0,1.9655518219296637,-14.56024189337786
1.631,5.0,5.071381424874777,326.59863237109045,0.0,1494.6096973000804,1500.0,1.922801407192273,-14.592240983042068
1.6320000000000001,5.0,4.941242214250356,326.59863237109045,0.0,1494.5375551174216,1500.0,1.8817623929192195,-14.619858029227554
1.633,5.0,4.825126459325015,326.59863237109045,0.0,1494.406371586589,1500.0,1.844600587353954,-14.641696261855335
1.6340000000000001,5.0,4.72900142522929,326.59863237109045,0.0,1494.2243113714517,1500.0,1.813232253028407,-14.656696108707383
1.635,5.0,4.657646012766968,326.59863237109045,0.0,1494.0021150749296,1500.0,1.789225749689844,-14.664185979031718
1.6360000000000001,5.0,4.6144132726001565,326.59863237109045,0.0,1493.752471948474,1500.0,1.7737238676174374,-14.663910968320007
1.637,5.0,4.6010755996289,326.59863237109045,0.0,1493.4892985888207,1500.0,1.7673907042102486,-14.656038325095546
1.6380000000000001,5.0,4.617759862918956,326.59863237109045,0.0,1493.2269650472708,1500.0,1.7703854902269065,-14.641139868985553
1.639,5.0,4.6629742599841535,326.59863237109045,0.0,1492.979511941342,1500.0,1.782364218629194,-14.620152852095911
1.6400000000000001,5.0,4.733723234519848,326.59863237109045,0.0,1492.7599017006896,1500.0,1.8025083674799829,-14.59432192880919
1.641,5.0,4.825701760812819,326.59863237109045,0.0,1492.5793441031265,1500.0,1.829578534117628,-14.565125872960097
1.6420000000000001,5.0,4.933556015554305,326.59863237109045,0.0,1492.4467310442394,1500.0,1.8619894953410816,-14.534193405858893
1.643,5.0,5.051194178478918,326.59863237109045,0.0,1492.3682084589318,1500.0,1.8979021455073262,-14.503212945722112
1.6440000000000001,5.0,5.172128969946213,326.59863237109045,0.0,1492.3469049927828,1500.0,1.935326989165192,-14.473841252159236
1.645,5.0,5.289832581205179,326.59863237109045,0.0,1492.3828279651102,1500.0,1.9722334039315723,-14.44761583043971
1.6460000000000001,5.0,5.398084822489702,326.59863237109045,0.0,1492.472927927087,1500.0,2.006658749488056,-14.425875605583222
1.647,5.0,5.4912964764508985,326.59863237109045,0.0,1492.6113242042563,1500.0,2.0368115691134636,-14.409693811449404
1.6480000000000001,5.0,5.564791830279141,326.59863237109045,0.0,1492.789675658027,1500.0,2.0611635863290996,-14.399826305476003
1.649,5.0,5.615036986935525,326.59863237109045,0.0,1492.9976738547205,1500.0,2.0785259058102903,-14.396677657676415
1.6500000000000001,5.0,5.639803650561514,326.59863237109045,0.0,1493.2236301576545,1500.0,2.0881057420865017,-14.400286414914994
1.651,5.0,5.638261490268345,326.59863237109045,0.0,1493.4551241431088,1500.0,2.08954107389159,-14.410329949470022
1.6520000000000001,5.0,5.610995779279823,326.59863237109045,0.0,1493.6796783030152,1500.0,2.0829118046998016,-14.42614830521602
1.653,5.0,5.5599506673744665,326.59863237109045,0.0,1493.8854232953925,1500.0,2.0687272463208095,-14.446785496325262
1.6540000000000001,5.0,5.488302061981528,326.59863237109045,0.0,1494.061719043814,1500.0,2.0478909753739885,-14.471045833635728
1.655,5.0,5.400267546869311,326.59863237109045,0.0,1494.199699720588,1500.0,2.0216452835503818,-14.497562094219328
1.6560000000000001,5.0,5.300863920327599,326.59863237109045,0.0,1494.2927149644825,1500.0,1.9914984936326994,-14.524871750062873
1.657,5.0,5.195625633019815,326.59863237109045,0.0,1494.3366454030497,1500.0,1.9591392890014898,-14.551497067822647
1.6580000000000001,5.0,5.090299486003671,326.59863237109045,0.0,1494.3300774158333,1500.0,1.9263428558178624,-14.576024711398794
1.659,5.0,4.99053225543352,326.59863237109045,0.0,1494.2743297548063,1500.0,1.8948740253810432,-14.597180539508674
1.6600000000000001,5.0,4.901568313987582,326.59863237109045,0.0,1494.1733327304887,1500.0,1.8663927043293287,-14.613895594130526
1.661,5.0,4.827973742427435,326.59863237109045,0.0,1494.033368724365,1500.0,1.8423666843244806,-14.625359808944374
1.6620000000000001,5.0,4.7734018593493825,326.59863237109045,0.0,1493.8626903274126,1500.0,1.8239964412734109,-14.631060699322425
