t,omega_ref_rpm,omega_rpm,omega_m,omega_e,ids,iqs,id_ref,iq_ref,iq_unsat,aw,Te,T_L,vd,vq,psi_r_mag,mpc_status
0.0,0.0,0.0,0.0,0.0,4.911794082137682,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.090066154974933,0.0,0.00330941146350936,1.0
0.001,0.0,0.0,0.0,0.0,4.9257121068954834,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.8992337025777,0.0,0.0071518176535536855,1.0
0.002,0.0,0.0,0.0,0.0,4.934683483425428,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.864027301235207,0.0,0.010958398717119637,1.0
0.003,0.0,0.0,0.0,0.0,4.942790195497205,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.828647357178114,0.0,0.014728389943346283,1.0
0.004,0.0,0.0,0.0,0.0,4.950116281590728,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.793035723668844,0.0,0.01846156047754735,1.0
0.005,0.0,0.0,0.0,0.0,4.956734970875348,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.757254432384052,0.0,0.022157743134409224,1.0
0.006,0.0,0.0,0.0,0.0,4.962712642400222,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.721359348108999,0.0,0.025816827626792122,1.0
0.007,0.0,0.0,0.0,0.0,4.96810946781454,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.685400656505382,0.0,0.029438754775202605,1.0
0.008,0.0,0.0,0.0,0.0,4.972979991607953,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.6494234000936085,0.0,0.03302351126418279,1.0
0.009000000000000001,0.0,0.0,0.0,0.0,4.977373657113692,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.613467964154077,0.0,0.0365711248941552,1.0
0.01,0.0,0.0,0.0,0.0,4.981335283345855,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.57757051715166,0.0,0.04008166028235181,1.0
0.011,0.0,0.0,0.0,0.0,4.984905497266437,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.541763409936089,0.0,0.043555214970791165,1.0
0.012,0.0,0.0,0.0,0.0,4.988121125648045,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.50607553757034,0.0,0.04699191590319733,1.0
0.013000000000000001,0.0,0.0,0.0,0.0,4.991015550308921,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.470532667283171,0.0,0.05039191623631655,1.0
0.014,0.0,0.0,0.0,0.0,4.993619030143814,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.435157735709804,0.0,0.05375539245431744,1.0
0.015,0.0,0.0,0.0,0.0,4.995958993054353,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.399971118295466,0.0,0.05708254175788785,1.0
0.016,0.0,0.0,0.0,0.0,4.998060300592351,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.364990873461254,0.0,0.06037357970229563,1.0
0.017,0.0,0.0,0.0,0.0,4.999945487866604,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.330232963894187,0.0,0.06362873806108632,1.0
0.018000000000000002,0.0,0.0,0.0,0.0,5.001634981025317,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.295711457098687,0.0,0.066848262894272,1.0
0.019,0.0,0.0,0.0,0.0,5.003147294410065,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.261438707149672,0.0,0.0700324128018422,1.0
0.02,0.0,0.0,0.0,0.0,5.00449920928158,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.227425519404224,0.0,0.07318145734522108,1.0
