t,omega_ref_rpm,omega_rpm,omega_m,omega_e,ids,iqs,id_ref,iq_ref,iq_unsat,aw,Te,T_L,vd,vq,psi_r_mag,mpc_status
0.759,1500.0,1499.9989913986478,157.07952705900303,314.51668579441514,4.99986805783653,0.15631386310529363,5.0,0.15599715576074424,0.15599715576074424,0.0,0.15711527617477822,0.0,1.960691471133052,112.23934611594868,0.3466536819131066,1.0
0.76,1500.0,1499.9990073507527,157.07952872950355,314.5166692051717,4.999869565941432,0.1563043284267282,5.0,0.15599138767156995,0.15599138767156995,0.0,0.15711488195803505,0.0,1.9609366342261099,112.23878583294149,0.3466518510930796,1.0
0.761,1500.0,1499.9990231261377,157.07953038149802,314.51665280318076,4.999871056808894,0.15629490165275112,5.0,0.15598568277011587,0.15598568277011587,0.0,0.15711449209728257,0.0,1.9611789964386244,112.2382322110958,0.34665004204453065,1.0
0.762,1500.0,1499.999038726757,157.07953201519103,314.516636586334,4.9998725306359315,0.15628558156364947,5.0,0.15598004036662283,0.15598004036662283,0.0,0.15711410654458113,0.0,1.9614185897679628,112.23768517135515,0.34664825450899445,1.0
0.763,1500.0,1499.999054154542,157.07953363078488,314.5166205525465,4.99987398761731,0.15627636695337155,5.0,0.15597445977871793,0.15597445977871793,0.0,0.15711372525242043,0.0,1.961655445845086,112.23714463559949,0.3466464882310692,1.0
0.764,1500.0,1499.9990694114026,157.0795352284796,314.51660469975695,4.999875427945529,0.15626725662960275,5.0,0.15596894033157632,0.15596894033157632,0.0,0.1571133481739469,0.0,1.961889595940438,112.23661052663458,0.3466447429583803,1.0
0.765,1500.0,1499.9990844992292,157.07953680847314,314.51658902592715,4.99987685181095,0.15625824941347308,5.0,0.15596348135769225,0.15596348135769225,0.0,0.1571129752628165,0.0,1.9621210709663273,112.23608276818081,0.346643018441545,1.0
0.766,1500.0,1499.9990994198909,157.07953837096116,314.5165735290417,4.999878259401753,0.15624934413936536,5.0,0.1559580821967677,0.1559580821967677,0.0,0.157112606473148,0.0,1.9623499014832102,112.23556128486233,0.34664131443413615,1.0
0.767,1500.0,1499.999114175236,157.07953991613726,314.5165582071077,4.999879650903934,0.15624053965480086,5.0,0.1559527421956615,0.1559527421956615,0.0,0.15711224175955282,0.0,1.9625761177005085,112.23504600219654,0.3466396306926481,1.0
0.768,1500.0,1499.9991287670923,157.0795414441929,314.5165430581547,4.999881026501366,0.15623183482025538,5.0,0.15594746070827858,0.15594746070827858,0.0,0.15711188107709292,0.0,1.9627997494849119,112.23453684658308,0.34663796697646154,1.0
0.769,1500.0,1499.999143197267,157.07954295531727,314.51652808023385,4.999882386375837,0.15622322850900097,5.0,0.15594223709548094,0.15594223709548094,0.0,0.15711152438126305,0.0,1.9630208263611237,112.23403374529379,0.3466363230478095,1.0
0.77,1500.0,1499.9991574675487,157.07954444969766,314.51651327141894,4.9998837307070865,0.15621471960724803,5.0,0.15593707072530677,0.15593707072530677,0.0,0.1571111716282747,0.0,1.963239377515316,112.23353662646262,0.3466346986717436,1.0
0.771,1500.0,1499.9991715797057,157.0795459275193,314.51649862980497,4.999885059672708,0.15620630701360635,5.0,0.15593196097248752,0.15593196097248752,0.0,0.1571108227746509,0.0,1.9634554318021469,112.23304541907487,0.3466330936161009,1.0
0.772,1500.0,1499.9991855354856,157.07954738896515,314.51648415350786,4.9998863734483825,0.15619798963904705,5.0,0.15592690721847804,0.15592690721847804,0.0,0.1571104777773247,0.0,1.9636690177451925,112.23256005295733,0.3466315076514703,1.0
0.773,1500.0,1499.9991993366175,157.07954883421633,314.5164698406654,4.999887672207706,0.15618976640708096,5.0,0.15592190885171356,0.15592190885171356,0.0,0.1571101365939558,0.0,1.963880163543131,112.23208045876855,0.34662994055116075,1.0
0.774,1500.0,1499.9992129848138,157.07955026345206,314.51645568943644,4.999888956122275,0.1561816362533199,5.0,0.15591696526723003,0.15591696526723003,0.0,0.15710979918262125,0.0,1.9640888970725814,112.23160656798895,0.3466283920911686,1.0
0.775,1500.0,1499.999226481764,157.0795516768494,314.5164416979996,4.999890225361799,0.1561735981251032,5.0,0.15591207586634762,0.15591207586634762,0.0,0.15710946550157123,0.0,1.9642952458913296,112.23113831291056,0.3466268620501458,1.0
0.776,1500.0,1499.9992398291415,157.07955307458352,314.51642786455426,4.999891480093989,0.15616565098188215,5.0,0.15590724005712964,0.15590724005712964,0.0,0.1571091355097488,0.0,1.9644992372422339,112.23067562662804,0.34662535020936874,1.0
0.777,1500.0,1499.9992530286013,157.0795544568277,314.51641418732044,4.9998927204846675,0.15615779379483896,5.0,0.1559024572540626,0.1559024572540626,0.0,0.1571088091665349,0.0,1.9647008980570853,112.23021844302914,0.3466238563527067,1.0
0.778,1500.0,1499.999266081779,157.07955582375328,314.51640066453746,4.999893946697756,0.15615002554664234,5.0,0.15589772687786974,0.15589772687786974,0.0,0.15710848643162978,0.0,1.964900254960746,112.22976669678485,0.3466223802665918,1.0
0.779,1500.0,1499.9992789902926,157.07955717552966,314.5163872944648,4.999895158895291,0.1561423452315488,5.0,0.1558930483556818,0.1558930483556818,0.0,0.15710816726528234,0.0,1.9650973342728468,112.22932032334056,0.34662092173998793,1.0
0.78,1500.0,1499.9992917557422,157.0795585123244,314.5163740753814,4.999896357237456,0.15613475185518463,5.0,0.15588842112087273,0.15588842112087273,0.0,0.15710785162819585,0.0,1.9652921620124857,112.22887925890689,0.34661948056436137,1.0
0.781,1500.0,1499.9993043797103,157.07955983430327,314.51636100558574,4.999897541882648,0.15612724443439818,5.0,0.15588384461298457,0.15588384461298457,0.0,0.15710753948150236,0.0,1.9654847639033992,112.22844344045039,0.3466180565336511,1.0
0.782,1500.0,1499.9993168637623,157.07956114163014,314.51634808339514,4.999898712987372,0.156119821997122,5.0,0.15587931827763246,0.15587931827763246,0.0,0.15710723078674677,0.0,1.9656751653725832,112.22801280568488,0.3466166494442391,1.0
0.783,1500.0,1499.9993292094464,157.07956243446716,314.51633530714594,4.999899870706409,0.15611248358223448,5.0,0.15587484156643855,0.15587484156643855,0.0,0.15710692550586808,0.0,1.9658633915580883,112.22758729306236,0.3466152590949219,1.0
0.784,1500.0,1499.9993414182932,157.0795637129746,314.51632267519284,4.999901015192765,0.1561052282393938,5.0,0.1558704139369164,0.1558704139369164,0.0,0.15710662360115218,0.0,1.9660494673116347,112.22716684176419,0.3466138852868818,1.0
0.785,1500.0,1499.9993534918158,157.07956497731092,314.51631018590933,4.999902146597676,0.15609805502911292,5.0,0.15586603485260414,0.15586603485260414,0.0,0.15710632503542585,0.0,1.9662334171991265,112.2267513916929,0.34661252782365837,1.0
0.786,1500.0,1499.9993654315128,157.07956622763308,314.5162978376874,4.999903265070667,0.1560909630225521,5.0,0.15586170378292874,0.15586170378292874,0.0,0.15710602977196478,0.0,1.9664152655077638,112.22634088346334,0.346611186511121,1.0
0.787,1500.0,1499.999377238865,157.0795674640961,314.51628562893654,4.999904370759538,0.15608395130110314,5.0,0.15585742020282298,0.15585742020282298,0.0,0.1571057377741899,0.0,1.9665950362458946,112.2259352583942,0.3466098611574412,1.0
0.788,1500.0,1499.999388915336,157.0795686868533,314.51627355808404,4.999905463810416,0.15607701895661832,5.0,0.15585318359302597,0.15585318359302597,0.0,0.1571054490060132,0.0,1.9667727531489132,112.2255344584997,0.3466085515730651,1.0
0.789,1500.0,1499.9994004623734,157.0795698960562,314.516261623575,4.999906544367719,0.15607016509133848,5.0,0.15584899344005707,0.15584899344005707,0.0,0.15710516343187864,0.0,1.9669484396800296,112.22513842648158,0.3466072575706867,1.0
0.79,1500.0,1499.9994118814097,157.07957109185492,314.51624982387295,4.999907612574286,0.1560633888177706,5.0,0.15584484923616534,0.15584484923616534,0.0,0.15710488101675069,0.0,1.9671221190340682,112.22474710572116,0.3466059789652213,1.0
0.791,1500.0,1499.9994231738626,157.0795722743978,314.5162381574577,4.999908668571261,0.15605668925818605,5.0,0.1558407504788624,0.1558407504788624,0.0,0.15710460172571855,0.0,1.9672938141420895,112.22436044027067,0.34660471557377914,1.0
0.792,1500.0,1499.9994343411315,157.07957344383146,314.51622662282597,4.999909712498201,0.15605006554475373,5.0,0.15583669667110944,0.15583669667110944,0.0,0.1571043255242404,0.0,1.9674635476727005,112.2239783748454,0.34660346721563917,1.0
0.793,1500.0,1499.999445384603,157.07957460030107,314.5162152184921,4.9999107444930555,0.15604351681962658,5.0,0.15583268732146913,0.15583268732146913,0.0,0.15710405237833916,0.0,1.9676313420350255,112.22360085481644,0.3466022337122239,1.0
0.794,1500.0,1499.9994563056464,157.07957574395007,314.5162039429865,4.999911764692223,0.15603704223442108,5.0,0.1558287219436313,0.1558287219436313,0.0,0.15710378225418428,0.0,1.9677972193835045,112.22322782620228,0.3466010148870736,1.0
0.795,1500.0,1499.9994671056172,157.07957687492038,314.51619279485635,4.999912773230483,0.15603064095044164,5.0,0.15582480005667967,0.15582480005667967,0.0,0.1571035151184242,0.0,1.9679612016186943,112.22285923566139,0.3465998105658213,1.0
0.796,1500.0,1499.9994777858544,157.07957799335222,314.5161817726648,4.9999137702411725,0.15602431213842213,5.0,0.15582092118489405,0.15582092118489405,0.0,0.15710325093803024,0.0,1.9681233103900895,112.22249503048478,0.34659862057616797,1.0
0.797,1500.0,1499.9994883476838,157.0795790993844,314.51617087499193,4.9999147558560235,0.15601805497867158,5.0,0.15581708485795318,0.15581708485795318,0.0,0.1571029896805477,0.0,1.968283567101667,112.22213515858857,0.3465974447478585,1.0
0.798,1500.0,1499.9994987924163,157.07958019315421,314.5161601004334,4.999915730205277,0.15601186866058847,5.0,0.1558132906104786,0.1558132906104786,0.0,0.15710273131370764,0.0,1.9684419929120436,112.22177956850621,0.3465962829126566,1.0
0.799,1500.0,1499.9995091213473,157.07958127479736,314.51614944760047,4.999916693417718,0.15600575238270717,5.0,0.15580953798214056,0.15580953798214056,0.0,0.15710247580557501,0.0,1.9685986087372749,112.2214282093814,0.3465951349043216,1.0
0.8,1500.0,1499.9995193357588,157.07958234444803,314.51613891512005,4.999917645620635,0.1559997053526407,5.0,0.15580582651765354,0.15580582651765354,0.0,0.1571022231245918,0.0,1.9687534352560279,112.22108103096082,0.34659400055858475,1.0
0.801,1500.0,1499.9995294369187,157.07958340223902,314.51612850163485,4.999918586939853,0.1559937267870409,5.0,0.15580215576677733,0.15580215576677733,0.0,0.15710197323963498,0.0,1.968906492909672,112.22073798358717,0.3465928797131254,1.0
0.802,1500.0,1499.9995394260804,157.0795844483016,314.5161182058024,4.999919517499764,0.15598781591128033,5.0,0.15579852528404953,0.15579852528404953,0.0,0.15710172611979417,0.0,1.9690578019065197,112.22039901819187,0.3465917722075488,1.0
0.803,1500.0,1499.9995493044844,157.07958548276562,314.51610802629557,4.999920437423352,0.15598197195952795,5.0,0.15579493462890376,0.15579493462890376,0.0,0.15710148173454433,0.0,1.9692073822241434,112.22006408628812,0.34659067788336206,1.0
0.804,1500.0,1499.999559073356,157.07958650575947,314.51609796180196,4.9999213468321955,0.155976194174578,5.0,0.15579138336555137,0.15579138336555137,0.0,0.15710124005366938,0.0,1.9693552536116878,112.21973313996413,0.34658959658395305,1.0
0.805,1500.0,1499.9995687339074,157.07958751741003,314.516088011024,4.999922245846468,0.15597048180783205,5.0,0.15578787106299893,0.15578787106299893,0.0,0.1571010010473382,0.0,1.9695014355919642,112.21940613187635,0.34658852815456676,1.0
0.806,1500.0,1499.9995782873386,157.07958851784304,314.5160781726793,4.999923134584996,0.1559648341192487,5.0,0.15578439729506013,0.15578439729506013,0.0,0.15710076468614811,0.0,1.9696459474664585,112.21908301524276,0.3465874724422844,1.0
0.807,1500.0,1499.9995877348356,157.0795895071826,314.51606844549883,4.999924013165189,0.15595925037690256,5.0,0.15578096163993413,0.15578096163993413,0.0,0.15710053094077164,0.0,1.9697888083149369,112.2187637438357,0.3465864292960009,1.0
0.808,1500.0,1499.999597077571,157.07959048555156,314.5160588282286,4.999924881703207,0.1559537298572803,5.0,0.1557775636805684,0.1557775636805684,0.0,0.15710029978234755,0.0,1.9699300369988884,112.21844827197611,0.3465853985664037,1.0
0.809,1500.0,1499.9996063167048,157.07959145307137,314.51604931962834,4.999925740313784,0.1559482718449976,5.0,0.15577420300440656,0.15577420300440656,0.0,0.15710007118228536,0.0,1.9700696521658256,112.21813655452644,0.3465843801059517,1.0
0.81,1500.0,1499.9996154533837,157.07959240986216,314.51603991847196,4.9999265891104026,0.1559428756328227,5.0,0.15577087920346114,0.15577087920346114,0.0,0.15709984511237862,0.0,1.970207672248656,112.21782854688458,0.3465833737688542,1.0
0.811,1500.0,1499.9996244887425,157.07959335604272,314.5160306235472,4.999927428205253,0.1559375405214683,5.0,0.15576759187414715,0.15576759187414715,0.0,0.1570996215446836,0.0,1.9703441154709325,112.21752420497741,0.34658237941104975,1.0
0.812,1500.0,1499.9996334239027,157.07959429173053,314.5160214336551,4.999928257709217,0.1559322658195511,5.0,0.15576434061727276,0.15576434061727276,0.0,0.15709940045156548,0.0,1.970478999847239,112.21722348525435,0.3465813968901863,1.0
0.8130000000000001,1500.0,1499.9996422599745,157.0795952170418,314.5160123476107,4.999929077731906,0.1559270508435234,5.0,0.1557611250380323,0.1557611250380323,0.0,0.15709918180571641,0.0,1.970612343185956,112.21692634468161,0.3465804260656004,1.0
0.8140000000000001,1500.0,1499.9996509980538,157.07959613209132,314.5160033642418,4.999929888381697,0.15592189491750366,5.0,0.15575794474585497,0.15575794474585497,0.0,0.1570989655800698,0.0,1.970744163094054,112.2166327407354,0.3465794667982977,1.0
0.8150000000000001,1500.0,1499.9996596392277,157.0795970369929,314.5159944823902,4.999930689765708,0.15591679737344188,5.0,0.15575479935463596,0.15575479935463596,0.0,0.15709875174805188,0.0,1.9708744769751056,112.21634263139691,0.3465785189509328,1.0
0.8160000000000001,1500.0,1499.9996681845673,157.07959793185879,314.51598570090977,4.99993148198986,0.155911757550508,5.0,0.15575168848213738,0.15575168848213738,0.0,0.15709854028304784,0.0,1.9710033020349347,112.21605597514501,0.3465775823877897,1.0
0.8170000000000001,1500.0,1499.9996766351348,157.07959881680017,314.515977018668,4.999932265158867,0.15590677479562307,5.0,0.15574861175058216,0.15574861175058216,0.0,0.15709833115902108,0.0,1.9711306552826096,112.21577273095161,0.346576656974763,1.0
0.8180000000000001,1500.0,1499.99968499198,157.07959969192694,314.5159684345448,4.99993303937617,0.15590184846293506,5.0,0.1557455687861557,0.1557455687861557,0.0,0.15709812435006573,0.0,1.9712565535330668,112.21549285827503,0.3465757425793381,1.0
0.8190000000000001,1500.0,1499.9996932561405,157.07960055734782,314.51595994743263,4.99993380474415,0.15589697791394808,5.0,0.15574255921917418,0.15574255921917418,0.0,0.1570979198306175,0.0,1.9713810134086238,112.21521631705448,0.3465748390705728,1.0
0.8200000000000001,1500.0,1499.999701428643,157.07960141317025,314.5159515562366,4.9999345613639425,0.1558921625173547,5.0,0.15573958268396323,0.15573958268396323,0.0,0.1570977175753651,0.0,1.9715040513427236,112.21494306770433,0.3465739463190788,1.0
0.8210000000000001,1500.0,1499.9997095105025,157.0796022595006,314.51594325987423,4.999935309335508,0.15588740164904102,5.0,0.15573663881889327,0.15573663881889327,0.0,0.1570975175593341,0.0,1.9716256835795647,112.21467307110876,0.34657306419700257,1.0
0.8220000000000001,1500.0,1499.9997175027227,157.07960309644395,314.5159350572748,4.999936048757676,0.15588269469184163,5.0,0.15573372726617385,0.15573372726617385,0.0,0.15709731975771768,0.0,1.9717459261799586,112.21440628861558,0.3465721925780085,1.0
0.8230000000000001,1500.0,1499.9997254062966,157.07960392410428,314.51592694738014,4.999936779728249,0.1558780410357055,5.0,0.1557308476720563,0.1557308476720563,0.0,0.15709712414612145,0.0,1.9718647950187043,112.21414268203154,0.3465713313372592,1.0
0.8240000000000001,1500.0,1499.9997332222063,157.07960474258442,314.51591892914377,4.999937502343747,0.1558734400773789,5.0,0.1557279996865543,0.1557279996865543,0.0,0.15709693070032005,0.0,1.971982305791177,112.21388221361619,0.3465704803513992,1.0
0.8250000000000001,1500.0,1499.9997409514226,157.07960555198605,314.5159110015309,4.999938216699716,0.1558688912204268,5.0,0.15572518296349658,0.15572518296349658,0.0,0.15709673939635377,0.0,1.9720984740122935,112.21362484607684,0.3465696394985366,1.0
0.8260000000000001,1500.0,1499.999748594905,157.07960635240966,314.51590316351854,4.9999389228905295,0.15586439387523368,5.0,0.15572239716056893,0.15572239716056893,0.0,0.15709655021060454,0.0,1.9722133150214576,112.21337054256321,0.34656880865822615,1.0
0.8270000000000001,1500.0,1499.999756153604,157.0796071439548,314.51589541409544,4.999939621009523,0.15585994745887347,5.0,0.15571964193922294,0.15571964193922294,0.0,0.15709636311973874,0.0,1.9723268439795714,112.21311926666263,0.3465679877114518,1.0
0.8280000000000001,1500.0,1499.999763628459,157.07960792671977,314.5158877522612,4.999940311148987,0.155855551394826,5.0,0.15571691696440856,0.15571691696440856,0.0,0.15709617810049317,0.0,1.9724390758772568,112.21287098239377,0.34656717654060987,1.0
0.8290000000000001,1500.0,1499.9997710203984,157.07960870080186,314.5158801770272,4.999940993400073,0.15585120511325085,5.0,0.15571422190490303,0.15571422190490303,0.0,0.1570959951300246,0.0,1.9725500255333532,112.21262565420248,0.3465663750294924,1.0
0.8300000000000001,1500.0,1499.9997783303406,157.07960946629723,314.5158726874155,4.99994166785301,0.15584690805065735,5.0,0.15571155643299997,0.15571155643299997,0.0,0.15709581418564744,0.0,1.9726597075966352,112.21238324695635,0.3465655830632703,1.0
0.8310000000000001,1500.0,1499.9997855591942,157.079610223301,314.5158652824594,4.999942334596865,0.15584265964997898,5.0,0.15570892022462832,0.15570892022462832,0.0,0.15709563524497988,0.0,1.9727681365490373,112.21214372593987,0.3465648005284774,1.0
0.8320000000000001,1500.0,1499.9997927078566,157.07961097190716,314.51585796120304,4.999942993719806,0.15583845936046722,5.0,0.15570631295927642,0.15570631295927642,0.0,0.15709545828590651,0.0,1.97287532670714,112.21190705684954,0.34656402731299457,1.0
0.833,1500.0,1499.9997997772175,157.0796117122089,314.515850722702,4.99994364530889,0.15583430663769138,5.0,0.15570373432001908,0.15570373432001908,0.0,0.15709528328664701,0.0,1.9729812922231775,112.21167320578888,0.34656326330603276,1.0
0.834,1500.0,1499.999806768154,157.07961244429808,314.51584356602115,4.999944289450273,0.1558302009430785,5.0,0.1557011839930911,0.1557011839930911,0.0,0.15709511022535985,0.0,1.9730860470886102,112.21144213926323,0.346562508398118,1.0
0.835,1500.0,1499.9998136815361,157.07961316826575,314.51583649023706,4.99994492622905,0.1558261417444584,5.0,0.15569866166847585,0.15569866166847585,0.0,0.15709493908076033,0.0,1.9731896051347073,112.21121382417583,0.34656176248107584,1.0
0.836,1500.0,1499.999820518223,157.07961388420193,314.5158294944363,4.999945555729403,0.15582212851551105,5.0,0.15569616703936293,0.15569616703936293,0.0,0.15709476983162923,0.0,1.9732919800344844,112.21098822782247,0.3465610254480156,1.0
0.837,1500.0,1499.9998272790642,157.07961459219555,314.5158225777154,4.999946178034492,0.1558181607358233,5.0,0.15569369980225137,0.15569369980225137,0.0,0.15709460245693607,0.0,1.9733931853059705,112.2107653178867,0.34656029719331505,1.0
0.838,1500.0,1499.9998339649,157.07961529233467,314.51581573918156,4.999946793226597,0.15581423789097673,5.0,0.15569125965706526,0.15569125965706526,0.0,0.15709443693599315,0.0,1.9734932343106732,112.21054506243594,0.346559577612606,1.0
0.839,1500.0,1499.999840576561,157.07961598470618,314.51580897795156,4.99994740138699,0.15581035947228333,5.0,0.1556888463069199,0.1556888463069199,0.0,0.15709427324825323,0.0,1.9735921402596737,112.2103274299163,0.3465588666027591,1.0
0.84,1500.0,1499.9998471148695,157.07961666939622,314.5158022931528,4.99994800259604,0.15580652497701,5.0,0.1556864594583755,0.1556864594583755,0.0,0.15709411137359977,0.0,1.9736899162113513,112.21011238914868,0.34655816406186896,1.0
0.841,1500.0,1499.9998535806383,157.07961734648995,314.5157956839223,4.999948596933228,0.15580273390795824,5.0,0.1556840988210498,0.1556840988210498,0.0,0.15709395129198572,0.0,1.973786575075178,112.20989990932374,0.34655746988923963,1.0
0.842,1500.0,1499.9998599746705,157.07961801607144,314.5157891494061,4.999949184477061,0.15579898577343637,5.0,0.15568176410760515,0.15568176410760515,0.0,0.15709379298346796,0.0,1.973882129614775,112.20968995999753,0.34655678398537093,1.0
0.843,1500.0,1499.9998662977625,157.07961867822408,314.51578268876113,4.999949765305219,0.15579528008758492,5.0,0.15567945503413058,0.15567945503413058,0.0,0.15709363642859744,0.0,1.973976592446052,112.20948251108796,0.34655610625194333,1.0
0.844,1500.0,1499.9998725506991,157.07961933303008,314.51577630115247,4.999950339494446,0.15579161636967698,5.0,0.15567717131943878,0.15567717131943878,0.0,0.1570934816077736,0.0,1.974069976041398,112.20927753286925,0.34655543659180466,1.0
0.845,1500.0,1499.9998787342581,157.07961998057087,314.5157699857554,4.999950907120643,0.15578799414473762,5.0,0.15567491268573852,0.15567491268573852,0.0,0.15709332850193017,0.0,1.9741622927315108,112.20907499596889,0.3465547749089561,1.0
0.846,1500.0,1499.999884849208,157.07962062092693,314.51576374175437,4.999951468258827,0.15578441294304712,5.0,0.15567267885815428,0.15567267885815428,0.0,0.1570931770920933,0.0,1.9742535547046198,112.20887487136288,0.3465541211085383,1.0
0.847,1500.0,1499.9998908963096,157.0796212541779,314.51575756834313,4.999952022983136,0.1557808723002609,5.0,0.15567046956487757,0.15567046956487757,0.0,0.15709302735956138,0.0,1.9743437740113587,112.2086771303717,0.3465534750968179,1.0
0.848,1500.0,1499.9998968763143,157.07962188040256,314.51575146472436,4.999952571366845,0.15577737175722622,5.0,0.15566828453700915,0.15566828453700915,0.0,0.15709287928577848,0.0,1.974432962563417,112.2084817446561,0.3465528367811748,1.0
0.849,1500.0,1499.9999027899664,157.07962249967875,314.5157454301098,4.999953113482527,0.15577391085996337,5.0,0.15566612350856862,0.15566612350856862,0.0,0.1570927328523724,0.0,1.9745211321371658,112.20828868621335,0.346552206070088,1.0
0.85,1500.0,1499.9999086380003,157.07962311208342,314.51573946371974,4.999953649401742,0.1557704891596092,5.0,0.1556639862164593,0.1556639862164593,0.0,0.15709258804115553,0.0,1.9746082943738963,112.20809792737283,0.34655158287312327,1.0
0.851,1500.0,1499.9999144211442,157.07962371769284,314.515733564784,4.999954179195336,0.1557671062125151,5.0,0.15566187240060594,0.15566187240060594,0.0,0.15709244483427928,0.0,1.9746944607830912,112.20790944079266,0.3465509671009199,1.0
0.852,1500.0,1499.9999201401163,157.0796243165822,314.51572773254014,4.999954702933325,0.15576376157985444,5.0,0.15565978180356688,0.15565978180356688,0.0,0.1570923032138938,0.0,1.97477964274111,112.20772319945522,0.3465503586651783,1.0
0.853,1500.0,1499.999925795629,157.0796249088261,314.5157219662353,4.99995522068494,0.1557604548279608,5.0,0.1556577141709252,0.1556577141709252,0.0,0.15709216316254448,0.0,1.9748638514953525,112.20753917666381,0.3465497574786471,1.0
0.854,1500.0,1499.999931388384,157.07962549449803,314.51571626512396,4.999955732518592,0.15575718552784715,5.0,0.15565566925080365,0.15565566925080365,0.0,0.15709202466274086,0.0,1.9749470981642394,112.20735734603836,0.3465491634551109,1.0
0.855,1500.0,1499.9999369190784,157.079626073671,314.5157106284705,4.999956238501921,0.15575395325572122,5.0,0.15565364679443658,0.15565364679443658,0.0,0.157091887697531,0.0,1.9750293937398078,112.2071776815124,0.3465485765093779,1.0
0.856,1500.0,1499.999942388399,157.0796266464169,314.5157050555462,4.999956738701811,0.15575075759221702,5.0,0.1556516465553931,0.1556516465553931,0.0,0.15709175224977828,0.0,1.9751107490876132,112.20700015732835,0.34654799655726803,1.0
0.857,1500.0,1499.9999477970264,157.07962721280705,314.51569954563143,4.999957233184331,0.15574759812297373,5.0,0.15564966829021012,0.15564966829021012,0.0,0.15709161830279905,0.0,1.9751911749504332,112.20682474803475,0.3465474235156005,1.0
0.858,1500.0,1499.9999531456328,157.0796277729118,314.5156940980141,4.999957722014897,0.1557444744381812,5.0,0.1556477117579427,0.1556477117579427,0.0,0.15709148583995566,0.0,1.975270681947233,112.20665142848205,0.34654685730218227,1.0
0.859,1500.0,1499.9999584348843,157.07962832680093,314.51568871199095,4.999958205258037,0.15574138613282562,5.0,0.15564577672044452,0.15564577672044452,0.0,0.1570913548449557,0.0,1.9753492805747832,112.20648017381964,0.34654629783579627,1.0
0.86,1500.0,1499.9999636654393,157.07962887454335,314.5156833868659,4.999958682977686,0.15573833280624463,5.0,0.15564386294193863,0.15564386294193863,0.0,0.1570912253014538,0.0,1.9754269812114764,112.20631095949153,0.3465457450361898,1.0
0.861,1500.0,1499.999968837947,157.07962941620713,314.51567812195066,4.999959155236918,0.1557353140623352,5.0,0.1556419701892534,0.1556419701892534,0.0,0.1570910971933119,0.0,1.9755037941179694,112.20614376123314,0.3465451988240633,1.0
0.862,1500.0,1499.9999739530524,157.0796299518597,314.5156729165651,4.999959622098161,0.15573232950959642,5.0,0.15564009823188946,0.15564009823188946,0.0,0.157090970504692,0.0,1.9755797294355888,112.2059785550683,0.3465446591210588,1.0
0.863,1500.0,1499.9999790113907,157.07963048156762,314.5156677700366,4.999960083623131,0.15572937876087797,5.0,0.15563824684178665,0.15563824684178665,0.0,0.15709084521985137,0.0,1.9756547971900984,112.2058153173054,0.3465441258497487,1.0
0.864,1500.0,1499.9999840135908,157.0796310053968,314.51566268170023,4.999960539872815,0.15572646143351007,5.0,0.15563641579348053,0.15563641579348053,0.0,0.15709072132332252,0.0,1.9757290072944542,112.20565402453401,0.34654359893362485,1.0
0.865,1500.0,1499.999988960276,157.07963152341244,314.5156576508987,4.9999609909074945,0.15572357714914378,5.0,0.15563460486396244,0.15563460486396244,0.0,0.1570905987998,0.0,1.9758023695463327,112.20549465362183,0.3465430782970879,1.0
0.866,1500.0,1499.9999938520612,157.079632035679,314.5156526769819,4.999961436786813,0.15572072553363972,5.0,0.15563281383259894,0.15563281383259894,0.0,0.1570904776340752,0.0,1.9758748936323185,112.20533718171117,0.3465425638654361,1.0
0.867,1500.0,1499.9999986895548,157.07963254226016,314.515647759307,4.9999618775696595,0.15571790621705678,5.0,0.15563104248112136,0.15563104248112136,0.0,0.15709035781107242,0.0,1.9759465891290102,112.20518158621545,0.34654205556485485,1.0
0.868,1500.0,1500.000003473359,157.07963304321896,314.51564289723865,4.9999623133142945,0.1557151188337782,5.0,0.15562929059379887,0.15562929059379887,0.0,0.15709023931602234,0.0,1.9760174655021134,112.20502784481667,0.3465415533224064,1.0
0.869,1500.0,1500.00000820407,157.07963353861783,314.5156380901486,4.999962744078336,0.1557123630222135,5.0,0.1556275579571444,0.1556275579571444,0.0,0.15709012213420692,0.0,1.9760875321106652,112.2048759354616,0.346541057066019,1.0
0.87,1500.0,1500.0000128822742,157.07963402851826,314.5156333374153,4.999963169918674,0.15570963842475946,5.0,0.15562584435989915,0.15562584435989915,0.0,0.15709000625096556,0.0,1.9761567982054826,112.20472583635875,0.3465405667244769,1.0
0.871,1500.0,1500.0000175085559,157.07963451298136,314.51562863842497,4.999963590891595,0.15570694468814122,5.0,0.15562414959340715,0.15562414959340715,0.0,0.15708989165208434,0.0,1.976225272933223,112.20457752597567,0.3465400822274103,1.0
0.872,1500.0,1500.0000220834895,157.07963499206727,314.5156239925698,4.999964007052732,0.15570428146276943,5.0,0.15562247345096483,0.15562247345096483,0.0,0.1570897783231915,0.0,1.9762929653340606,112.20443098303528,0.3465396035052849,1.0
0.873,1500.0,1500.000026607645,157.0796354658357,314.51561939924983,4.9999644184571235,0.15570164840330275,5.0,0.15562081572844555,0.15562081572844555,0.0,0.1570896662503688,0.0,1.9763598843471881,112.20428618651349,0.34653913048939267,1.0
