controller,rmse_rpm,ise,itae,overshoot_%,settling_s,sat_pct,final_speed_rpm
PID,242.2537756162021,158513294.75262433,34539.23224044906,44.69868091028123,1.291,8.182154757497223,1499.9999998744922
MPC,210.8484209577612,120078509.93164982,6392.186521604662,0.04064983016890741,0.15600000000000003,5.738615327656423,1500.0140953043713
